,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
1957,Skippi Ice Pops,Other Funding Types,130000.0,India's First Icepops Brand,2021,Hyderabad,Consumer Goods,2021.0,Shark Tank India
1958,Glii,Early-Stage Funding,10000.0,India’s finest dating companionship application,2021,Noida,Media & Entertainment,2020.0,We Founder Circle
1959,GlobalBees,Mid-Stage Funding,111000000.0,Globalbees partners with entrepreneurs who have built an online-first business.,2021,New Delhi,Retail,2021.0,"Premji Invest, Steadview Capital"
1960,Mamaearth,Other Funding Types,37000000.0,Baby and mother care brand,2021,Gurugram,Healthcare & Life Sciences,2016.0,Sequoia
1961,SecureNow,Mid-Stage Funding,6000000.0,SecureNow is an award winning tech-enabled insurance intermediary.,2021,Gurugram,Financial Services,2011.0,Apis Insurtech Fund I
1962,Vendor Infra,Other Funding Types,265000.0,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2021,Gurugram,Manufacturing,2019.0,"SK Tripathi, Sanjeev Gupta"
1963,Hakuna Matata,Other Funding Types,1000000.0,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2021,Chennai,IT & Technology,2006.0,Hardcastle Petrofer
1964,OneCard,Other Funding Types,76000000.0,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2021,Pune,Financial Services,2019.0,"Ocean View Investment, QED Fund"
1965,Doubtnut,Mid-Stage Funding,30000000.0,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2021,Gurugram,Education,2016.0,"Omidyar Network, Tencent Holdings"
1966,Hubhopper,Other Funding Types,3500000.0,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2021,New Delhi,Media & Entertainment,2015.0,"ITI Growth Opportunities Fund, Unit-E Ventures"
1967,Infra.Market,Late-Stage Funding,100000000.0,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021,Thane,Manufacturing,2016.0,"InnoVen Capital, Nexus Venture Partners"
1968,Comofi Medtech,Other Funding Types,200000.0,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2021,Bangalore,Healthcare & Life Sciences,2017.0,CIIE.CO
1969,Battery Smart,Early-Stage Funding,3500000.0,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2021,New Delhi,Energy,2019.0,Orios Venture Partners
1970,Kutuki,Early-Stage Funding,2000000.0,Kutuki is a learning platform focused on children between the ages of three and seven.,2021,Bangalore,Education,2017.0,Omidyar Network India
1971,Onelife,Other Funding Types,3500000.0,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2021,Mumbai,Healthcare & Life Sciences,2019.0,Wipro venture capital arm
1972,Eupheus,Mid-Stage Funding,4000000.0,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2021,New Delhi,Education,2017.0,"Yuj Ventures, Sixth Sense Ventures"
1973,KreditBee,Late-Stage Funding,75000000.0,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2021,Bangalore,Financial Services,2018.0,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital"
1974,Pencil,Early-Stage Funding,1000000.0,Pencil is a content publishing platform that enables writers to publish their work for free.,2021,Mumbai,Media & Entertainment,2019.0,"Inflection Point Ventures, SucSEED Venture Partners"
1975,Aisle,Early-Stage Funding,3500000.0,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2021,Bangalore,Media & Entertainment,2014.0,"Anas Rahman Junaid, Vinod Jose"
1976,Marquee Equity,Other Funding Types,3800000.0,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2021,Mumbai,Financial Services,2016.0,"Capital One, Arrowroot Capital"
1977,UptimeAI,Early-Stage Funding,1500000.0,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2021,Bangalore,IT & Technology,2016.0,YourNest Venture Capital
1978,WizKlub,Early-Stage Funding,800000.0,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2021,Bangalore,Education,2018.0,Incubate Fund India
1979,Zolve,Early-Stage Funding,15000000.0,Zolve Innovations operates as a neo-banking startup.,2021,Bangalore,Financial Services,2020.0,"Kunal Shah, Greg Kidd"
1980,MediBuddy,Special Funding Types,3000000.0,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,Bangalore,Education,2000.0,"InnoVen Capital, TEAMFund"
1981,Pariksha,Early-Stage Funding,2000000.0,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2021,Pune,Education,2015.0,"Venture Catalysts, 9Unicorns Accelerator Fund"
1982,Express Stores,Early-Stage Funding,1000000.0,Express Stores is a retail and omnichannel startup company,2021,Gurugram,Retail,2019.0,"Venture Highway, Rohit Bansal"
1983,Avataar Ventures,Other Funding Types,100000000.0,Avataar Venture Partners is a growth Capital Investment Firm.,2021,Bangalore,Financial Services,2019.0,Undisclosed
1984,Zingbus,Early-Stage Funding,3500000.0,Zingbus is an emerging brand in the intercity bus services.,2021,Haryana,Transportation & Logistics,2019.0,"Venture Catalysts, 9Unicorns Accelerator Fund"
1985,Phable,Mid-Stage Funding,12000000.0,Mobile App for Patients and Doctors,2021,Bangalore,Healthcare & Life Sciences,2017.0,"Fresco Capital, Social Starts"
1986,Codingal,Other Funding Types,3500000.0,Coding education platform for K-12 students,2021,Bangalore,Education,2020.0,"Y Combinator, Rebright Partners"
1987,Supply6,Early-Stage Funding,100000.0,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2021,Bangalore,Healthcare & Life Sciences,2018.0,"Rohit Goutamchand, India CXO Fund"
1988,Swajal,Early-Stage Funding,1600000.0,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2021,Gurugram,Others,2015.0,"Rajasthan Venture Capital Fund, ACPL Exports"
1989,BharatPe,Late-Stage Funding,100000000.0,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,New Delhi,Financial Services,2018.0,"Amplo, Insight Partners"
1990,Filo,Early-Stage Funding,260000.0,Instant learning platform for students while self study.,2021,New Delhi,Education,2020.0,Better Capital
1991,Method & Madness,Early-Stage Funding,2000000.0,Method & Madness Technology operates as a real-estate tech company.,2021,Mumbai,Real Estate,2020.0,Justin Mateen
1992,EduFund,Early-Stage Funding,300000.0,Changing the way Indians evaluate and plan higher education,2021,Gujarat,Financial Services,2020.0,View Trade Holding Corp
1993,Pepperfry,Special Funding Types,30000000.0,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2021,Mumbai,Retail,2011.0,"InnoVen Capital, Bertelsmann India Investments"
1994,Zingavita,Other Funding Types,400000.0,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2021,Chandigarh,Healthcare & Life Sciences,2020.0,Anicut Angel Fund
1995,Hypd Store,Early-Stage Funding,3500000.0,"A shop worthy content platform, personalized!",2021,New Delhi,Media & Entertainment,2020.0,ScoopWhoop
1996,VerSe Innovation,Late-Stage Funding,1000000000.0,Owner of Dailyhunt App and I-Pay,2021,Bangalore,Business Services,2007.0,"Canaan Valley Capital, Glade Brook Capital Partners"
1997,Supersourcing,Early-Stage Funding,200000.0,Build your next app or website with our exclusive network of certified IT companies.,2021,Indore,IT & Technology,2020.0,"Vijay Shekhar Sharma, Dr Ritesh Malik"
1998,AutomataPi,Early-Stage Funding,400000.0,AutomataPi is a next generation cognitive business process automation engine.,2021,Powai,Manufacturing,2017.0,Indian Angel Network
1999,Newton School,Mid-Stage Funding,5000000.0,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2021,Bangalore,Education,2019.0,"RTP Global, Harshil Mathur"
2000,TenderCuts,Other Funding Types,15000000.0,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2021,Chennai,Consumer Goods,2011.0,"Paragon Partners, NABVENTURES"
2001,Siply,Early-Stage Funding,1000000.0,Siply Services operates as a micro-savings platform.,2021,Bangalore,Financial Services,2020.0,Inflection Point Ventures
2002,SarvaGram,Mid-Stage Funding,10000000.0,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2021,Mumbai,Financial Services,2019.0,Elevation Capital
2003,Unlu,Early-Stage Funding,1000000.0,Personalised Video Shoutout from top celebrities,2021,Gurugram,Media & Entertainment,2020.0,EXPERT DOJO
2004,GlobalFair,Early-Stage Funding,2000000.0,One-stop solution for all your procurement needs,2021,Gurugram,Financial Services,2020.0,"Saama Capital, India Quotient"
2005,Eduvanz,Special Funding Types,10000000.0,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2021,Mumbai,Financial Services,2016.0,"InCred Financial Services, Vivriti Capital, Northern Arc Capital"
2006,OwO,Other Funding Types,200000.0,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2021,Gurugram,Retail,2020.0,ah! Ventures
2007,Progcap,Special Funding Types,1000000.0,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2021,New Delhi,Financial Services,2017.0,"Somak Ghosh, M V Nair"
2008,ABL Workspaces,Early-Stage Funding,600000.0,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2021,New Delhi,Travel & Tourism,2017.0,Wurk
2009,Nazara Technologies,Other Funding Types,10000000.0,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,Mumbai,Media & Entertainment,2000.0,"Plutus Wealth Management, Turtle Entertainment"
2010,Scentials,Other Funding Types,6000000.0,Scentials is building a unique beauty brands studio platform,2021,Mumbai,Consumer Goods,2018.0,"Ambiga Subramanian, Goutham Ekollu"
2011,SplashLearn,Late-Stage Funding,18000000.0,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2021,Gurugram,Education,2018.0,"Accel, Owl Ventures"
2012,Maya,Early-Stage Funding,2200000.0,Maya enables women to keep track of their health via a mobile application.,2021,Bangalore,Healthcare & Life Sciences,2016.0,Rajan Anadan
2013,GoTo,Other Funding Types,150000.0,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2021,Ghaziabad,Transportation & Logistics,2020.0,Jesse Lucas
2014,MediBuddy,Mid-Stage Funding,40000000.0,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2021,Bangalore,Healthcare & Life Sciences,2000.0,"IDFC Private Equity, Bessemer Venture Partners"
2015,Zetwerk,Late-Stage Funding,120000000.0,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2021,Bangalore,Retail,2018.0,"Sequoia Capital India, Accel"
2016,Remedico,Other Funding Types,500000.0,Remedico is a Mobile healthcare,2021,Hyderabad,Healthcare & Life Sciences,2017.0,"Venture Catalysts, Tahseen Consulting"
2017,PrepBytes,Other Funding Types,3500000.0,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2021,Gurugram,Education,2019.0,Equanimity Ventures
2018,SATYA MicroCapital,Other Funding Types,20000000.0,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2021,New Delhi,Financial Services,2017.0,"BlueOrchard Finance S A, Gojo & Company"
2019,YourPhysio,Early-Stage Funding,350000.0,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,2021,Nagpur,Healthcare & Life Sciences,2020.0,"Better Capital, Titan Capital"
2020,Aviom Housing Finance,Special Funding Types,1000000.0,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2021,New Delhi,Financial Services,2016.0,Gojo & Company
2021,Hemp Horizons,Early-Stage Funding,200000.0,Cannabis and Hemp company,2021,Noida,Consumer Goods,2017.0,Mumbai Angels
2022,MPL,Other Funding Types,95000000.0,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021,Bangalore,Media & Entertainment,2018.0,"Pegasus Tech Ventures, Base Partners"
2023,Koo,Mid-Stage Funding,4100000.0,Koo App operates as a microblogging app.,2021,Bangalore,Media & Entertainment,2020.0,"3one4 Capital, Accel"
2024,InnerHour,Mid-Stage Funding,5200000.0,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,2021,Mumbai,Healthcare & Life Sciences,2016.0,"Hitesh Oberoi, Lightbox"
2025,Origo,Special Funding Types,10000000.0,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",2021,Gurugram,Agriculture,2010.0,YES Bank
2026,ExMyB,Early-Stage Funding,3500000.0,ExMyB provides financial service and consulting services.,2021,Gurugram,Business Services,2018.0,Campus Fund
2027,Elucidata,Early-Stage Funding,5000000.0,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,2021,New Delhi,Healthcare & Life Sciences,2015.0,Hyperplane Venture Capital
